           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112030        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112042        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          0(0.06)       0(2)             0             0       112053        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112063        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112075        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112086        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          0(0.06)       0(2)             0             0       112097        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112107        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112119        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112130        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          0(0.06)       0(2)             0             0       112141        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112152        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112163        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112175        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          0(0.06)       0(2)             0             0       112186        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112196        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112208        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112219        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          0(0.06)       0(2)             0             0       112230        126912            1        2026         676
2014-09-18T01:53:29Z        2129        2030           99          �(0.06)       0(2)             0             0       112241        126912            1        2026         676
2014-09-18T01:53:37Z        2129        2030           99          0(0.06)       0(2)             0             0       106711        126912            1        2026         676
2014-09-18T01:53:57Z        2129        2030           99          0(0.06)       0(2)             0             0       108022        126912            1        2026         676
2014-09-18T01:54:17Z        2129        2030           99          0(0.06)       0(2)             0             0       104577        126912            1        2026         676
2014-09-18T01:54:37Z        2129        2030           99          0(0.06)       0(2)             0             0       105943        126912            1        2026         676
2014-09-18T01:54:57Z        2129        2030           99          0(0.06)       0(2)             0             0       103012        126912            1        2026         676
2014-09-18T01:55:17Z        2129        2030           99          0(0.06)       0(2)             0             0       103911        126912            1        2026         676
2014-09-18T01:55:37Z        2129        2030           99          0(0.06)       0(2)             0             0       101488        126912            1        2026         676
2014-09-18T01:55:57Z        2129        2030           99          0(0.06)       0(2)             0             0       102377        126912            1        2026         676
2014-09-18T01:56:17Z        2129        2030           99          0(0.06)       0(2)             0             0       115744        126912            1        2026         676
2014-09-18T01:56:37Z        2129        2030           99          0(0.06)       0(2)             0             0       100868        126912            1        2026         676
2014-09-18T01:56:57Z        2129        2030           99          0(0.06)       0(2)             0             0       114089        126912            1        2026         676
2014-09-18T01:57:17Z        2129        2030           99          0(0.05)       0(2)             0             0       114967        126912            1        2026         676
