           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2014-08-28T03:44:16Z           0           0            0             0(�)       0(0)             0             0        22366         83008            0          -1           0
2014-08-28T03:44:16Z CRAWL RUNNING - Preparing
2014-08-28T03:44:16Z           1           1            0             0(0)       0(0)             0             0        46052         83008            ∞           1           1
2014-08-28T03:44:16Z CRAWL PAUSED - Paused
2014-08-28T03:44:16Z CRAWL RUNNING - Running
2014-08-28T03:44:36Z           2           1            1       0.05(0.05)       0(0)             0             0        43477         84208            1           1           1
2014-08-28T03:44:56Z           3           1            2       0.05(0.05)       0(0)             0             0        55715         84208            1           1           1
2014-08-28T03:45:16Z         135         130            5       0.15(0.08)       4(1)             0             0        85942        126912            1         130         130
2014-08-28T03:45:36Z         135         128            7        0.1(0.09)       1(1)             0             1        79149        126912            1         128         128
2014-08-28T03:45:56Z         135         127            8       0.05(0.08)       0(1)             0             1        90696        126912            1         127         127
2014-08-28T03:46:16Z         135         126            9       0.05(0.08)       0(1)             0             0        84020        126912            1         126         126
2014-08-28T03:46:36Z         135         125           10       0.05(0.07)       0(1)             0             0        79679        126912            1         125         125
2014-08-28T03:46:56Z         135         124           11       0.05(0.07)       0(1)             0             1        93399        126912            1         124         124
2014-08-28T03:47:16Z         135         123           12       0.05(0.07)       0(1)             0             0        89075        126912            1         123         123
2014-08-28T03:47:36Z         135         122           13       0.05(0.07)       0(1)             0             0        84696        126912            1         122         122
2014-08-28T03:47:56Z         135         122           13          0(0.06)       0(1)             0             0        85660        126912            1         122         122
2014-08-28T03:48:16Z         135         121           14       0.05(0.06)       0(1)             0             0        82036        126912            1         121         121
2014-08-28T03:48:36Z         135         121           14          0(0.05)       0(1)             0             1        88405        126912            1         121         121
2014-08-28T03:48:56Z         135         120           15       0.05(0.05)       0(1)             0             0        79602        126912            1         120         120
2014-08-28T03:49:16Z         135         120           15          0(0.05)       0(0)             0             1        83634        126912            1         120         120
2014-08-28T03:49:36Z         135         120           15          0(0.05)       0(0)             0             1        85531        126912            1         120         120
2014-08-28T03:49:56Z         135         118           17        0.1(0.05)       1(0)             0             0        88390        126912            1         118         118
2014-08-28T03:50:16Z         135         117           18       0.05(0.05)       0(0)             0             0        85427        126912            1         117         117
2014-08-28T03:50:36Z         135         117           18          0(0.05)       0(0)             0             1        86389        126912            1         117         117
2014-08-28T03:50:56Z         135         116           19       0.05(0.05)       1(0)             0             0        83042        126912            1         116         116
2014-08-28T03:51:16Z         135         116           19          0(0.05)       0(0)             0             1        86232        126912            1         116         116
2014-08-28T03:51:36Z         135         115           20       0.05(0.05)       0(0)             0             0        79287        126912            1         115         115
2014-08-28T03:51:56Z         135         115           20          0(0.04)       0(0)             0             1        82299        126912            1         115         115
2014-08-28T03:52:16Z         135         115           20          0(0.04)       0(0)             0             1        83329        126912            1         115         115
2014-08-28T03:52:36Z         135         115           20          0(0.04)       0(0)             0             1        85528        126912            1         115         115
2014-08-28T03:52:56Z         135         113           22        0.1(0.04)       1(0)             0             1        91409        126912            1         113         113
2014-08-28T03:53:16Z         135         112           23       0.05(0.04)       0(0)             0             0        87506        126912            1         112         112
