           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2014-09-18T02:01:15Z           0           0            0             0(�)       0(0)             0             0        28238         83008            0          -1           0
2014-09-18T02:01:15Z CRAWL RUNNING - Preparing
2014-09-18T02:01:15Z           1           1            0             0(0)       0(0)             0             0        46285         83008            ∞           1           1
2014-09-18T02:01:15Z CRAWL PAUSED - Paused
2014-09-18T02:01:15Z CRAWL RUNNING - Running
2014-09-18T02:01:35Z           3           1            2         0.1(0.1)       0(0)             0             1        78642        126912            1           1           1
2014-09-18T02:01:55Z          72          68            4         0.1(0.1)       6(3)             0             1        84246        126912            1          68          68
2014-09-18T02:02:15Z          78          72            6         0.1(0.1)       3(3)             0             1        80415        126912            1          72          72
2014-09-18T02:02:35Z         176         168            8         0.1(0.1)       3(3)             0             0        92070        126912            1         168         168
2014-09-18T02:02:55Z         176         167            9       0.05(0.09)       1(3)             0             1        90034        126912            1         167         167
2014-09-18T02:03:15Z         176         167            9          0(0.08)       0(2)             0             1        91051        126912            1         167         167
2014-09-18T02:03:35Z         176         167            9          0(0.06)       0(2)             0             1        91985        126912            1         167         167
2014-09-18T02:03:55Z         181         171           10       0.05(0.06)       1(2)             0             1        92382        126912            1         171         171
2014-09-18T02:04:15Z         191         180           11       0.05(0.06)       1(2)             0             1        90779        126912            1         180         180
2014-09-18T02:04:35Z         200         188           12       0.05(0.06)       1(2)             0             1        87040        126912            1         188         188
2014-09-18T02:04:55Z         208         195           13       0.05(0.06)       1(2)             0             1        96516        126912            1         195         195
2014-09-18T02:05:15Z         211         197           14       0.05(0.06)       2(2)             0             0        92905        126912            1         197         197
2014-09-18T02:05:35Z         215         197           18        0.2(0.07)       0(1)             0             0        91825        126912            1         197         197
2014-09-18T02:05:55Z         220         201           19       0.05(0.07)       1(1)             0             0        88777        126912            1         201         201
2014-09-18T02:06:15Z         220         201           19          0(0.06)       0(1)             0             1        95680        126912            1         201         201
2014-09-18T02:06:35Z         283         262           21        0.1(0.07)       2(1)             0             0        98297        126912            1         262         262
2014-09-18T02:06:55Z         283         261           22       0.05(0.06)       2(1)             0             1       101044        126912            1         261         261
2014-09-18T02:07:15Z         283         260           23       0.05(0.06)       1(1)             0             1       104953        126912            1         260         260
2014-09-18T02:07:35Z         329         298           29        0.3(0.08)       2(1)             2             2        95241        126912            1         295          99
2014-09-18T02:07:55Z         334         299           32       0.15(0.08)       2(1)             3             1       100844        126912            1         297         149
2014-09-18T02:08:15Z         336         299           34        0.1(0.08)       2(1)             3             1       104902        126912            1         297         149
2014-09-18T02:08:35Z         342         303           36        0.1(0.08)       2(2)             3             1        99353        126912            1         301         151
2014-09-18T02:08:55Z         352         311           38        0.1(0.08)       3(2)             3             1       109915        126912            1         309         155
2014-09-18T02:09:15Z         355         313           39       0.05(0.08)       1(2)             3             1       105978        126912            1         311         156
2014-09-18T02:09:35Z         355         313           39          0(0.08)       0(1)             3             1       107686        126912            1         311         156
2014-09-18T02:09:55Z         355         313           39          0(0.08)       0(1)             3             1       108617        126912            1         311         156
2014-09-18T02:10:15Z         355         313           39          0(0.07)       0(1)             3             1       109499        126912            1         311         156
2014-09-18T02:10:35Z         355         313           39          0(0.07)       0(1)             3             1       110824        126912            1         311         156
2014-09-18T02:10:55Z         355         313           39          0(0.07)       0(1)             3             1        95300        126912            1         311         156
2014-09-18T02:11:15Z         356         313           40       0.05(0.07)       1(1)             3             0       103809        126912            1         311         156
2014-09-18T02:11:35Z         356         312           41       0.05(0.07)       1(1)             3             0        96502        126912            1         310         156
2014-09-18T02:11:55Z         361         316           42       0.05(0.07)       1(1)             3             0       108583        126912            1         314         158
2014-09-18T02:12:15Z         361         316           42          0(0.06)       0(1)             3             0       109454        126912            1         314         158
2014-09-18T02:12:35Z         361         316           42          0(0.06)       0(1)             3             1       110410        126912            1         314         158
2014-09-18T02:12:55Z         361         316           42          0(0.06)       0(1)             3             1        95597        126912            1         314         158
2014-09-18T02:13:15Z         361         316           42          0(0.06)       0(1)             3             1        97449        126912            1         314         158
2014-09-18T02:13:35Z         361         316           42          0(0.06)       0(1)             3             1        98506        126912            1         314         158
2014-09-18T02:13:55Z         361         316           42          0(0.06)       0(1)             3             1        99986        126912            1         314         158
2014-09-18T02:14:15Z         361         316           42          0(0.05)       0(1)             3             1       100826        126912            1         314         158
2014-09-18T02:14:35Z         361         316           42          0(0.05)       0(1)             3             1       101848        126912            1         314         158
2014-09-18T02:14:55Z         361         316           42          0(0.05)       0(1)             3             1       103314        126912            1         314         158
2014-09-18T02:15:15Z         365         319           43       0.05(0.05)       1(1)             3             0        95612        126912            1         317         159
2014-09-18T02:15:35Z         365         319           43          0(0.05)       0(1)             3             0        96463        126912            1         317         159
2014-09-18T02:15:55Z         365         319           43          0(0.05)       0(1)             3             1        97487        126912            1         317         159
2014-09-18T02:16:15Z         367         320           44       0.05(0.05)       1(1)             3             0       109295        126912            1         318         160
2014-09-18T02:16:35Z         367         320           44          0(0.05)       0(1)             3             0       110175        126912            1         318         160
2014-09-18T02:16:55Z         367         320           44          0(0.05)       0(1)             3             1        93891        126912            1         318         160
2014-09-18T02:17:15Z         367         320           44          0(0.05)       0(1)             3             1        94724        126912            1         318         160
2014-09-18T02:17:35Z         367         320           44          0(0.04)       0(1)             3             1        95753        126912            1         318         160
