           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2014-09-14T09:10:51Z        5261        4923          338       0.35(0.31)     10(11)             0             0        99307        126912            1        4919        1641
2014-09-14T09:11:11Z        5277        4933          344        0.3(0.31)      8(11)             0             0        81142        126912            1        4929        1644
2014-09-14T09:11:31Z        5287        4937          350        0.3(0.31)      9(11)             0             1        97127        126912            1        4933        1645
2014-09-14T09:11:51Z        5306        4949          357       0.35(0.31)     10(11)             0             0        88295        126912            1        4945        1649
2014-09-14T09:12:11Z        5306        4943          363        0.3(0.31)      7(11)             0             0        92021        126912            1        4939        1647
2014-09-14T09:12:31Z        5312        4942          370       0.35(0.31)      9(11)             0             0       107195        126912            1        4938        1647
2014-09-14T09:12:51Z        5312        4940          372         0.1(0.3)      3(10)             0             0       103751        126912            1        4936        1646
2014-09-14T09:13:11Z        5312        4940          372           0(0.3)      0(10)             0             0       104606        126912            1        4936        1646
2014-09-14T09:13:31Z        5381        5005          376         0.2(0.3)      6(10)             0             1        99524        126912            1        5001        1668
2014-09-14T09:13:51Z        5381        5002          379        0.15(0.3)      5(10)             0             0       104778        126912            1        4998        1667
2014-09-14T09:14:11Z        5381        5000          381        0.1(0.29)      2(10)             0             0       115805        126912            1        4996        1666
2014-09-14T09:14:31Z        5382        4995          387        0.3(0.29)      9(10)             0             0       100416        126912            1        4991        1665
2014-09-14T09:14:51Z        5390        4997          393        0.3(0.29)      9(10)             0             0       105092        126912            1        4993        1665
2014-09-14T09:15:11Z        5390        4990          400       0.35(0.29)      9(10)             0             0       103470        126912            1        4986        1663
2014-09-14T09:15:31Z        5397        4991          406        0.3(0.29)      8(10)             0             0        85843        126912            1        4987        1663
2014-09-14T09:15:51Z        5502        5090          412        0.3(0.29)     19(10)             0             0        88973        126912            1        5086        1696
2014-09-14T09:16:11Z        5595        5177          418        0.3(0.29)     11(10)             0             0       108989        126912            1        5173        1725
2014-09-14T09:16:31Z        5675        5251          424        0.3(0.29)     10(10)             0             0       110257        126912            1        5247        1750
2014-09-14T09:16:51Z        5693        5262          431        0.35(0.3)     11(10)             0             0        82382        126912            1        5258        1754
2014-09-14T09:17:11Z        5766        5329          437         0.3(0.3)     11(10)             0             0        92282        126912            1        5325        1776
2014-09-14T09:17:31Z        5855        5412          443         0.3(0.3)     10(10)             0             0        96749        126912            1        5408        1804
2014-09-14T09:17:51Z        5905        5456          449         0.3(0.3)     10(10)             0             0       107642        126912            1        5452        1818
2014-09-14T09:18:11Z        5962        5506          456        0.35(0.3)     10(10)             0             0        95595        126912            1        5502        1835
2014-09-14T09:18:31Z        6018        5556          462         0.3(0.3)      9(10)             0             0       108891        126912            1        5552        1852
2014-09-14T09:18:51Z        6102        5634          468         0.3(0.3)     10(10)             0             0       108276        126912            1        5630        1878
2014-09-14T09:19:11Z        6115        5641          474         0.3(0.3)     10(10)             0             0       100626        126912            1        5637        1880
2014-09-14T09:19:31Z        6304        5823          481        0.35(0.3)     14(10)             0             0       109248        126912            1        5819        1941
2014-09-14T09:19:51Z        6503        6016          487         0.3(0.3)     11(10)             0             0       104100        126912            1        6012        2005
2014-09-14T09:20:11Z        6576        6083          493         0.3(0.3)     10(10)             0             0        94374        126912            1        6079        2027
2014-09-14T09:20:31Z        6674        6175          499         0.3(0.3)     10(10)             0             0        97650        126912            1        6171        2058
2014-09-14T09:20:51Z        6716        6211          505         0.3(0.3)     10(10)             0             0       101408        126912            1        6207        2070
2014-09-14T09:21:11Z        6734        6222          512        0.35(0.3)     12(10)             0             0       102507        126912            1        6218        2074
2014-09-14T09:21:31Z        6735        6217          518         0.3(0.3)      9(10)             0             0       108506        126912            1        6213        2072
2014-09-14T09:21:51Z        6823        6299          524         0.3(0.3)      9(10)             0             0        91914        126912            1        6295        2099
2014-09-14T09:22:11Z        6850        6319          531        0.35(0.3)     10(10)             0             0       103501        126912            1        6315        2106
2014-09-14T09:22:31Z        6961        6424          537         0.3(0.3)     10(10)             0             0       104625        126912            1        6420        2141
2014-09-14T09:22:51Z        7087        6544          543         0.3(0.3)     11(10)             0             0        95535        126912            1        6540        2181
2014-09-14T09:23:11Z        7094        6545          549         0.3(0.3)     10(10)             0             0       105825        126912            1        6541        2181
2014-09-14T09:23:31Z        7191        6636          555         0.3(0.3)     12(10)             0             0        88328        126912            1        6632        2212
2014-09-14T09:23:51Z        7276        6715          561         0.3(0.3)     10(10)             0             0        96885        126912            1        6711        2238
2014-09-14T09:24:11Z        7295        6728          567         0.3(0.3)     11(10)             0             0        86051        126912            1        6724        2242
2014-09-14T09:24:31Z        7375        6801          574        0.35(0.3)     13(10)             0             0        97639        126912            1        6797        2267
2014-09-14T09:24:51Z        7462        6882          580         0.3(0.3)     11(10)             0             0       111660        126912            1        6878        2294
2014-09-14T09:25:11Z        7502        6916          586         0.3(0.3)     10(10)             0             0        98583        126912            1        6912        2305
2014-09-14T09:25:31Z        7568        6976          592         0.3(0.3)     10(10)             0             0       103703        126912            1        6972        2325
2014-09-14T09:25:51Z        7599        7001          598         0.3(0.3)     10(10)             0             0       103351        126912            1        6997        2333
2014-09-14T09:26:11Z        7700        7096          604         0.3(0.3)     11(10)             0             0       103768        126912            1        7092        2365
2014-09-14T09:26:31Z        7700        7089          611        0.35(0.3)     12(10)             0             0        99094        126912            1        7085        2363
2014-09-14T09:26:51Z        7726        7109          617         0.3(0.3)      9(10)             0             0       101005        126912            1        7105        2369
2014-09-14T09:27:11Z        7835        7212          623         0.3(0.3)     12(10)             0             0        94692        126912            1        7208        2404
2014-09-14T09:27:31Z        7860        7231          629         0.3(0.3)      9(10)             0             0       108152        126912            1        7227        2410
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85042        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85053        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85064        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85074        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85086        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85098        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85107        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85119        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85131        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85140        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85153        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85164        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85174        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85187        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85196        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85209        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85218        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85231        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85241        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85253        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85264        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85274        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85287        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85296        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85309        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85320        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85330        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85342        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85352        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85364        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85376        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85385        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85398        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85407        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85420        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85431        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85441        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85453        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85463        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85475        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85487        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85496        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85509        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85519        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85531        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85541        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85553        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85563        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85575        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85587        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85596        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85609        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85619        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85631        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85641        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85654        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85663        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85676        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85685        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85698        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85709        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85719        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85731        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85741        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85753        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85765        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85774        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85787        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85796        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85809        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85819        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85831        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85841        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85854        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85863        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85876        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85885        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85898        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85908        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85920        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85930        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85943        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        85952        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85965        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85974        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85987        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        85997        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86009        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86019        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86032        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86041        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86054        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86063        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86076        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86086        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86098        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86108        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86121        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86130        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86143        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86152        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86165        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86175        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86187        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86197        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86209        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86219        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86232        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86241        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86254        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86263        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86276        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86287        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86297        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86310        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86319        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86332        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86341        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86354        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86364        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86376        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86386        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86398        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86408        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86421        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86430        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86443        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86452        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86465        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86475        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86487        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86497        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86510        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86519        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86532        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86541        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86554        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86564        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86576        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86586        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86599        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          0(0.11)       0(3)             0             0        86608        126912            1        7296        2433
2014-09-14T10:27:44Z        7935        7300          635          �(0.11)       0(3)             0             0        86621        126912            1        7296        2433
